date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:37:06	107/107	---M-Z	200	added ('OK')	text/plain	etag:%22aa-505e948f9c141%22	http://www.ram3.de/robots.txt		(from )
17:37:07	36120/36120	---M--	200	added ('OK')	text/html	etag:%228d18-514c2a151a55f%22	http://www.ram3.de/	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/index.html	(from )
17:37:08	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:07:58%20GMT	http://www.ram3.de/img/ram3.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3.png	(from http://www.ram3.de/)
17:37:08	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:07:59%20GMT	http://www.ram3.de/favicon.ico	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/favicon.ico	(from http://www.ram3.de/)
17:37:08	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:07:59%20GMT	http://www.ram3.de/img/AppIcon-precomposed.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/AppIcon-precomposed.png	(from http://www.ram3.de/)
17:37:08	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:07:59%20GMT	http://www.ram3.de/img/AppIcon57.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/AppIcon57.png	(from http://www.ram3.de/)
17:37:09	211/211	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202015%2012:07:59%20GMT	http://www.ram3.de/AppIcon76.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/AppIcon76.png	(from http://www.ram3.de/)
17:37:09	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:07:59%20GMT	http://www.ram3.de/img/AppIcon120.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/AppIcon120.png	(from http://www.ram3.de/)
17:37:09	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:00%20GMT	http://www.ram3.de/img/AppIcon152.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/AppIcon152.png	(from http://www.ram3.de/)
17:37:09	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:00%20GMT	http://www.ram3.de/css/style.css	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/css/style.css	(from http://www.ram3.de/)
17:37:10	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:00%20GMT	http://www.ram3.de/css/font-awesome.min.css	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/css/font-awesome.min.css	(from http://www.ram3.de/)
17:37:10	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:00%20GMT	http://www.ram3.de/img/ram3_herz.svg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_herz.svg	(from http://www.ram3.de/)
17:37:10	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:01%20GMT	http://www.ram3.de/img/scrolldown1.svg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/scrolldown1.svg	(from http://www.ram3.de/)
17:37:10	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:01%20GMT	http://www.ram3.de/img/scrolldown2.svg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/scrolldown2.svg	(from http://www.ram3.de/)
17:37:11	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:01%20GMT	http://www.ram3.de/img/ram3_logo.svg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_logo.svg	(from http://www.ram3.de/)
17:37:11	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:01%20GMT	http://www.ram3.de/img/balken2_unscharf.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/balken2_unscharf.png	(from http://www.ram3.de/)
17:37:11	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:02%20GMT	http://www.ram3.de/img/balken3_unscharf.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/balken3_unscharf.png	(from http://www.ram3.de/)
17:37:11	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:02%20GMT	http://www.ram3.de/img/ram3_head_01.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_head_01.jpg	(from http://www.ram3.de/)
17:37:12	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:02%20GMT	http://www.ram3.de/img/ram3_tropfen.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_tropfen.png	(from http://www.ram3.de/)
17:37:12	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:02%20GMT	http://www.ram3.de/img/ram3_head_02.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_head_02.jpg	(from http://www.ram3.de/)
17:37:12	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:03%20GMT	http://www.ram3.de/img/ram3_berg.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_berg.jpg	(from http://www.ram3.de/)
17:37:12	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:03%20GMT	http://www.ram3.de/img/ram3_me2.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_me2.jpg	(from http://www.ram3.de/)
17:37:13	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:03%20GMT	http://www.ram3.de/img/ram3_sheep_back.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_sheep_back.jpg	(from http://www.ram3.de/)
17:37:13	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:03%20GMT	http://www.ram3.de/img/ram3_sheep3.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_sheep3.png	(from http://www.ram3.de/)
17:37:13	237/237	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2008%20Sep%202015%2012:08:04%20GMT	http://www.ram3.de/impressum	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/impressum	(from http://www.ram3.de/)
17:37:13	10420/10420	---M--	200	added ('OK')	text/html	etag:%2228b4-509cd459981ea%22	http://www.ram3.de/impressum/	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/impressum/index.html	(from http://www.ram3.de/)
17:37:14	7199/7199	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254499a48-1c1f%22	http://code.jquery.com/jquery-migrate-1.2.1.min.js	C:/My%20Web%20Sites/Metamorphosis3/code.jquery.com/jquery-migrate-1.2.1.min.js	(from http://www.ram3.de/)
17:37:15	95786/95786	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254499a47-1762a%22	http://code.jquery.com/jquery-1.11.1.min.js	C:/My%20Web%20Sites/Metamorphosis3/code.jquery.com/jquery-1.11.1.min.js	(from http://www.ram3.de/)
17:37:16	26210/26210	---M-Z	200	added ('OK')	application/javascript	etag:%226662-504507eb6aaf5%22	http://www.ram3.de/js/pace.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/pace.js	(from http://www.ram3.de/)
17:37:16	10775/10775	---M-Z	200	added ('OK')	application/javascript	etag:%222a17-504507ea66ebf%22	http://www.ram3.de/js/modernizr.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/modernizr.js	(from http://www.ram3.de/)
17:37:17	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:07%20GMT	http://www.ram3.de/js/jquery.fittext.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/jquery.fittext.js	(from http://www.ram3.de/)
17:37:17	6897/6897	---M-Z	200	added ('OK')	application/javascript	etag:%221af1-504507ecee630%22	http://www.ram3.de/js/viewport-units-buggyfill.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/viewport-units-buggyfill.js	(from http://www.ram3.de/)
17:37:17	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:07%20GMT	http://www.ram3.de/js/scrollReveal.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/scrollReveal.js	(from http://www.ram3.de/)
17:37:18	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:08%20GMT	http://www.ram3.de/js/skrollr.min.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/skrollr.min.js	(from http://www.ram3.de/)
17:37:18	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:09%20GMT	http://www.ram3.de/js/jquery.nicescroll.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/jquery.nicescroll.js	(from http://www.ram3.de/)
17:37:18	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:09%20GMT	http://www.ram3.de/js/scripts.min.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/scripts.min.js	(from http://www.ram3.de/)
17:37:19	25730/25730	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255eec335-634d%22	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/Metamorphosis3/www.google-analytics.com/analytics.js	(from http://www.ram3.de/)
17:37:19	10402/10402	---M-Z	200	added ('OK')	image/x-icon	etag:%2228a2-504454faa412e%22	http://www.ram3.de/favicon.ico	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/favicon.html	(from http://www.ram3.de/favicon.ico)
17:37:20	228539/228539	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254499a48-37cbb%22	http://code.jquery.com/ui/1.10.4/jquery-ui.min.js	C:/My%20Web%20Sites/Metamorphosis3/code.jquery.com/ui/1.10.4/jquery-ui.min.js	(from http://www.ram3.de/)
17:37:21	6834/6834	---M--	200	added ('OK')	image/png	etag:%221ab2-50450779f6379%22	http://www.ram3.de/img/AppIcon57.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/AppIcon57.html	(from http://www.ram3.de/img/AppIcon57.png)
17:37:22	17187/17187	---M--	200	added ('OK')	image/png	etag:%224323-504507796f35b%22	http://www.ram3.de/img/AppIcon-precomposed.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/AppIcon-precomposed.html	(from http://www.ram3.de/img/AppIcon-precomposed.png)
17:37:23	96235/96235	---M-Z	200	added ('OK')	text/css	etag:%22177eb-50ed4b7ab637a%22	http://www.ram3.de/css/style.css	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/css/style.html	(from http://www.ram3.de/css/style.css)
17:37:23	14223/14223	---M--	200	added ('OK')	image/png	etag:%22378f-50450779a5a5b%22	http://www.ram3.de/img/AppIcon120.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/AppIcon120.html	(from http://www.ram3.de/img/AppIcon120.png)
17:37:23	21984/21984	---M-Z	200	added ('OK')	text/css	etag:%2255e0-5045076e67ad8%22	http://www.ram3.de/css/font-awesome.min.css	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/css/font-awesome.min.html	(from http://www.ram3.de/css/font-awesome.min.css)
17:37:24	993/993	---M-Z	200	added ('OK')	image/svg+xml	etag:%223e1-504507820404e%22	http://www.ram3.de/img/ram3_herz.svg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_herz.html	(from http://www.ram3.de/img/ram3_herz.svg)
17:37:24	1666/1666	---M-Z	200	added ('OK')	image/svg+xml	etag:%22682-5045079549367%22	http://www.ram3.de/img/scrolldown1.svg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/scrolldown1.html	(from http://www.ram3.de/img/scrolldown1.svg)
17:37:24	18163/18163	---M--	200	added ('OK')	image/png	etag:%2246f3-50450779db5cb%22	http://www.ram3.de/img/AppIcon152.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/AppIcon152.html	(from http://www.ram3.de/img/AppIcon152.png)
17:37:24	1666/1666	---M-Z	200	added ('OK')	image/svg+xml	etag:%22682-50450795775ba%22	http://www.ram3.de/img/scrolldown2.svg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/scrolldown2.html	(from http://www.ram3.de/img/scrolldown2.svg)
17:37:25	1828/1828	---M-Z	200	added ('OK')	image/svg+xml	etag:%22724-50450782e4670%22	http://www.ram3.de/img/ram3_logo.svg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_logo.html	(from http://www.ram3.de/img/ram3_logo.svg)
17:37:26	62273/62273	---M--	200	added ('OK')	image/png	etag:%22f341-5045077da1b31%22	http://www.ram3.de/img/ram3.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3.html	(from http://www.ram3.de/img/ram3.png)
17:37:28	5057/5057	---M--	200	added ('OK')	image/png	etag:%2213c1-50450794eea64%22	http://www.ram3.de/img/ram3_tropfen.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_tropfen.html	(from http://www.ram3.de/img/ram3_tropfen.png)
17:37:31	43122/43122	---M--	200	added ('OK')	image/png	etag:%22a872-5045077baa082%22	http://www.ram3.de/img/balken3_unscharf.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/balken3_unscharf.html	(from http://www.ram3.de/img/balken3_unscharf.png)
17:37:38	85814/85814	---M--	200	added ('OK')	image/png	etag:%2214f36-5045077cc4fb9%22	http://www.ram3.de/img/balken2_unscharf.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/balken2_unscharf.html	(from http://www.ram3.de/img/balken2_unscharf.png)
17:37:44	76311/76311	---M--	200	added ('OK')	image/jpeg	etag:%2212a17-5045077e4d141%22	http://www.ram3.de/img/ram3_berg.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_berg.html	(from http://www.ram3.de/img/ram3_berg.jpg)
